game_pk,game_date,home_team,away_team,delta_home_win_exp
181295,1981-08-16,SD,HOU,1.994
181303,1981-08-16,CHC,PIT,1.985
181273,1981-08-14,NYM,PHI,1.912
181306,1981-08-17,NYY,CWS,1.911
181278,1981-08-14,MON,STL,1.9020000000000001
181262,1981-08-13,CHC,NYM,1.901
181289,1981-08-15,MIN,SEA,1.867
181296,1981-08-16,CLE,KC,1.845
181272,1981-08-14,DET,NYY,1.844
181315,1981-08-18,NYY,CWS,1.832
181260,1981-08-13,PIT,MON,1.8
181276,1981-08-14,CIN,SF,1.783
181264,1981-08-13,PHI,STL,1.7630000000000001
181255,1981-08-13,LAD,ATL,1.7489999999999999
181317,1981-08-18,CHC,LAD,1.712
181321,1981-08-18,HOU,MON,1.687
181263,1981-08-13,MIN,SEA,1.683
181265,1981-08-14,LAD,ATL,1.594
181269,1981-08-14,SD,HOU,1.579
181298,1981-08-16,TOR,MIL,1.53
181257,1981-08-13,SD,HOU,1.512
181248,1981-08-12,CLE,MIL,1.472
181246,1981-08-12,BAL,KC,1.418
181282,1981-08-15,BAL,CWS,1.323
181274,1981-08-14,MIN,SEA,1.167
181283,1981-08-15,SD,HOU,1.106
181275,1981-08-14,MIN,SEA,1.054
181308,1981-08-17,DET,MIN,0.668
181398,1981-08-25,SEA,BAL,6.345
181385,1981-08-24,PHI,ATL,5.95
181342,1981-08-20,SEA,CLE,5.676
181392,1981-08-24,NYY,MIN,5.2860000000000005
181399,1981-08-25,LAA,BOS,5.126
181329,1981-08-19,NYY,CWS,4.61
181394,1981-08-24,CHC,SD,4.571
181330,1981-08-19,SEA,CLE,4.397
181404,1981-08-25,DET,KC,4.323
181361,1981-08-22,LAA,CLE,4.21
181395,1981-08-24,STL,SF,4.095
181373,1981-08-23,SEA,BOS,3.994
181341,1981-08-20,OAK,BOS,3.927
181405,1981-08-25,PIT,LAD,3.901
181348,1981-08-21,PHI,HOU,3.882
181366,1981-08-22,ATL,MON,3.845
181346,1981-08-21,TOR,CWS,3.8000000000000003
181383,1981-08-23,CHC,SF,3.738
181368,1981-08-22,CIN,NYM,3.63
181369,1981-08-22,PIT,SD,3.622
181345,1981-08-21,SEA,BOS,3.614
181384,1981-08-23,DET,TEX,3.61
181352,1981-08-21,ATL,MON,3.608
181381,1981-08-23,CIN,NYM,3.548
181365,1981-08-22,MIL,MIN,3.483
181337,1981-08-19,STL,SD,3.469
181408,1981-08-25,STL,SF,3.355
181356,1981-08-21,CHC,SF,3.355
181372,1981-08-23,OAK,BAL,3.179
181390,1981-08-24,DET,KC,3.176
181336,1981-08-19,CIN,PHI,3.132
181343,1981-08-20,ATL,NYM,2.896
181388,1981-08-24,MIL,CWS,2.892
181331,1981-08-19,CHC,LAD,2.848
181335,1981-08-19,ATL,NYM,2.789
181403,1981-08-25,NYM,HOU,2.705
181402,1981-08-25,OAK,CLE,2.683
181359,1981-08-22,SEA,BOS,2.67
181375,1981-08-23,LAA,CLE,2.66
181378,1981-08-23,STL,LAD,2.644
181364,1981-08-22,STL,LAD,2.551
181379,1981-08-23,MIL,MIN,2.5180000000000002
181357,1981-08-21,DET,TEX,2.487
181340,1981-08-20,LAA,BAL,2.45
181339,1981-08-19,KC,TOR,2.435
181370,1981-08-22,CHC,SF,2.331
181355,1981-08-21,PIT,SD,2.328
181387,1981-08-24,LAA,BOS,2.325
181351,1981-08-21,MIL,MIN,2.276
181380,1981-08-23,ATL,MON,2.25
181371,1981-08-22,DET,TEX,2.149
181407,1981-08-25,CHC,SD,2.147
181406,1981-08-25,NYY,MIN,2.142
181328,1981-08-19,OAK,BOS,2.096
181347,1981-08-21,LAA,CLE,2.096
181327,1981-08-19,LAA,BAL,2.072
181358,1981-08-22,OAK,BAL,2.068
181353,1981-08-21,CIN,NYM,1.909
181409,1981-08-25,TOR,TEX,1.907
181389,1981-08-24,OAK,CLE,1.855
181344,1981-08-21,OAK,BAL,1.848
181332,1981-08-19,DET,MIN,1.813
181391,1981-08-24,PIT,LAD,1.8
181360,1981-08-22,TOR,CWS,1.795
181396,1981-08-24,TOR,TEX,1.74
181349,1981-08-21,NYY,KC,1.595
181338,1981-08-19,PIT,SF,1.575
181382,1981-08-23,PIT,SD,1.571
181354,1981-08-21,PIT,SD,1.536
181393,1981-08-24,CIN,NYM,1.533
181363,1981-08-22,NYY,KC,1.529
181367,1981-08-22,ATL,MON,1.417
181333,1981-08-19,TEX,MIL,1.403
181386,1981-08-24,SEA,BAL,1.341
181400,1981-08-25,MIL,CWS,1.324
181350,1981-08-21,STL,LAD,1.316
181334,1981-08-19,HOU,MON,1.189
181362,1981-08-22,PHI,HOU,1.181
181374,1981-08-23,TOR,CWS,1.114
181376,1981-08-23,PHI,HOU,1.072
181401,1981-08-25,MON,CIN,0.865
181377,1981-08-23,NYY,KC,0.771
181397,1981-08-25,PHI,ATL,0.728
181489,1981-09-01,LAD,PIT,7.029
181457,1981-08-30,MON,ATL,6.619
181426,1981-08-27,SF,PIT,6.41
181428,1981-08-27,SD,STL,5.141
181416,1981-08-26,CHC,SD,4.914
181464,1981-08-30,HOU,PHI,4.498
181479,1981-08-31,BAL,SEA,4.174
181438,1981-08-28,HOU,PHI,4.167
181410,1981-08-26,PHI,ATL,4.1290000000000004
181467,1981-08-30,SD,STL,3.991
181478,1981-08-31,LAD,PIT,3.914
181473,1981-08-31,CIN,MON,3.578
181481,1981-09-01,BOS,LAA,3.557
181449,1981-08-29,BOS,OAK,3.533
181421,1981-08-27,MIN,DET,3.4659999999999997
181483,1981-09-01,CWS,DET,3.464
181466,1981-08-30,CLE,SEA,3.388
181425,1981-08-27,BOS,OAK,3.368
181476,1981-08-31,CLE,OAK,3.358
181422,1981-08-27,NYM,HOU,3.319
181460,1981-08-30,NYM,CIN,3.192
181477,1981-08-31,ATL,PHI,3.177
181440,1981-08-28,CLE,SEA,3.17
181455,1981-08-29,SD,STL,3.123
181433,1981-08-28,NYM,CIN,3.061
181415,1981-08-26,NYY,MIN,3.008
181435,1981-08-28,TOR,KC,3.0060000000000002
181480,1981-08-31,TEX,TOR,2.95
181424,1981-08-27,CWS,NYY,2.918
181487,1981-09-01,HOU,NYM,2.886
181485,1981-09-01,CIN,MON,2.799
181443,1981-08-29,BAL,LAA,2.762
181423,1981-08-27,TOR,KC,2.7
181442,1981-08-29,MON,ATL,2.6270000000000002
181491,1981-09-01,SF,STL,2.591
181445,1981-08-29,NYM,CIN,2.558
181444,1981-08-29,LAD,CHC,2.537
181414,1981-08-26,PIT,LAD,2.516
181482,1981-09-01,SD,CHC,2.469
181432,1981-08-28,LAD,CHC,2.4619999999999997
181459,1981-08-30,LAD,CHC,2.457
181484,1981-09-01,KC,MIL,2.429
181418,1981-08-27,BAL,LAA,2.424
181471,1981-08-31,CWS,DET,2.379
181456,1981-08-29,MIL,TEX,2.372
181469,1981-08-31,BOS,LAA,2.272
181472,1981-08-31,KC,MIL,2.21
181468,1981-08-30,MIL,TEX,2.185
181461,1981-08-30,MIN,DET,2.165
181463,1981-08-30,BOS,OAK,2.115
181470,1981-08-31,SD,CHC,2.108
181417,1981-08-26,STL,SF,2.077
181448,1981-08-29,CWS,NYY,2.073
181436,1981-08-28,CWS,NYY,1.974
181465,1981-08-30,SF,PIT,1.937
181447,1981-08-29,TOR,KC,1.91
181451,1981-08-29,HOU,PHI,1.894
181412,1981-08-26,NYM,HOU,1.887
181429,1981-08-27,MIL,TEX,1.8760000000000001
181475,1981-08-31,HOU,NYM,1.868
181430,1981-08-28,MON,ATL,1.847
181434,1981-08-28,MIN,DET,1.835
181450,1981-08-29,HOU,PHI,1.698
181431,1981-08-28,BAL,LAA,1.674
181490,1981-09-01,BAL,SEA,1.655
181453,1981-08-29,CLE,SEA,1.639
181446,1981-08-29,MIN,DET,1.593
181486,1981-09-01,MIN,NYY,1.56
181488,1981-09-01,ATL,PHI,1.526
181413,1981-08-26,DET,KC,1.507
181419,1981-08-27,LAD,CHC,1.489
181454,1981-08-29,SD,STL,1.4
181474,1981-08-31,MIN,NYY,1.366
181441,1981-08-28,MIL,TEX,1.273
181462,1981-08-30,CWS,NYY,1.256
181452,1981-08-29,SF,PIT,1.2469999999999999
181439,1981-08-28,SF,PIT,1.213
181458,1981-08-30,BAL,LAA,1.158
181492,1981-09-01,TEX,TOR,1.154
181411,1981-08-26,MON,CIN,1.079
181437,1981-08-28,BOS,OAK,0.903
181427,1981-08-27,CLE,SEA,0.89
181420,1981-08-27,MON,CIN,0.853
181515,1981-09-03,BOS,SEA,10.125
181550,1981-09-06,MON,HOU,6.238
181543,1981-09-05,LAD,STL,5.738
181494,1981-09-02,SD,CHC,5.711
181526,1981-09-04,BAL,OAK,5.266
181574,1981-09-08,STL,CHC,5.031
181551,1981-09-06,MIN,MIL,4.799
181520,1981-09-04,SF,CHC,4.376
181496,1981-09-02,KC,MIL,4.266
181495,1981-09-02,CWS,DET,4.191
181517,1981-09-03,CWS,TOR,4.173
181549,1981-09-06,TEX,DET,4.134
181504,1981-09-02,BAL,SEA,4.067
181567,1981-09-07,CIN,SD,3.895
181502,1981-09-02,ATL,PHI,3.8609999999999998
181535,1981-09-05,PHI,CIN,3.813
181498,1981-09-02,MIN,NYY,3.69
181572,1981-09-08,DET,BOS,3.558
181564,1981-09-07,PHI,MON,3.543
181521,1981-09-04,PHI,CIN,3.457
181516,1981-09-03,LAD,STL,3.412
181548,1981-09-06,PHI,CIN,3.362
181562,1981-09-07,ATL,HOU,3.342
181553,1981-09-06,BAL,OAK,3.245
181566,1981-09-07,PIT,NYM,3.162
181576,1981-09-08,ATL,HOU,3.145
181510,1981-09-03,MON,HOU,3.086
181540,1981-09-05,BAL,OAK,3.0789999999999997
181511,1981-09-03,MIN,MIL,2.995
181539,1981-09-05,KC,NYY,2.92
181508,1981-09-03,PHI,CIN,2.825
181557,1981-09-06,CWS,TOR,2.802
181527,1981-09-04,SD,PIT,2.79
181505,1981-09-02,SF,STL,2.771
181541,1981-09-05,SD,PIT,2.761
181544,1981-09-05,CWS,TOR,2.761
181501,1981-09-02,CLE,OAK,2.735
181532,1981-09-05,CLE,LAA,2.719
181578,1981-09-08,PIT,NYM,2.701
181530,1981-09-04,CWS,TOR,2.677
181514,1981-09-03,SD,PIT,2.573
181542,1981-09-05,BOS,SEA,2.535
181531,1981-09-05,NYM,ATL,2.524
181536,1981-09-05,TEX,DET,2.5
181512,1981-09-03,KC,NYY,2.438
181565,1981-09-07,PIT,NYM,2.379
181555,1981-09-06,BOS,SEA,2.319
181522,1981-09-04,TEX,DET,2.273
181583,1981-09-08,MIN,TOR,2.245
181506,1981-09-02,TEX,TOR,2.23
181580,1981-09-08,CWS,SEA,2.223
181523,1981-09-04,MON,HOU,2.201
181493,1981-09-02,BOS,LAA,2.129
181558,1981-09-07,DET,BOS,2.113
181547,1981-09-06,SF,CHC,2.087
181503,1981-09-02,LAD,PIT,2.059
181518,1981-09-04,NYM,ATL,2.017
181546,1981-09-06,CLE,LAA,1.999
181545,1981-09-06,NYM,ATL,1.989
181500,1981-09-02,CLE,OAK,1.946
181581,1981-09-08,LAD,SF,1.928
181525,1981-09-04,KC,NYY,1.839
181559,1981-09-07,KC,LAA,1.818
181568,1981-09-07,CWS,SEA,1.809
181573,1981-09-08,KC,LAA,1.776
181571,1981-09-07,MIN,TOR,1.775
181569,1981-09-07,LAD,SF,1.772
181570,1981-09-07,OAK,TEX,1.7469999999999999
181528,1981-09-04,BOS,SEA,1.722
181556,1981-09-06,LAD,STL,1.688
181577,1981-09-08,PHI,MON,1.67
181575,1981-09-08,BAL,CLE,1.665
181519,1981-09-04,CLE,LAA,1.615
181529,1981-09-04,LAD,STL,1.607
181537,1981-09-05,MON,HOU,1.536
181554,1981-09-06,SD,PIT,1.527
181533,1981-09-05,CLE,LAA,1.513
181509,1981-09-03,TEX,DET,1.451
181563,1981-09-07,NYY,MIL,1.431
181579,1981-09-08,CIN,SD,1.416
181582,1981-09-08,OAK,TEX,1.387
181538,1981-09-05,MIN,MIL,1.383
181513,1981-09-03,BAL,OAK,1.353
181561,1981-09-07,BAL,CLE,1.34
181534,1981-09-05,SF,CHC,1.288
181552,1981-09-06,KC,NYY,1.238
181560,1981-09-07,STL,CHC,1.024
181507,1981-09-03,SF,CHC,0.927
181497,1981-09-02,CIN,MON,0.8099999999999999
181524,1981-09-04,MIN,MIL,0.8
181499,1981-09-02,HOU,NYM,0.8
181619,1981-09-12,CIN,LAD,5.574
181631,1981-09-13,OAK,KC,5.573
181595,1981-09-09,LAD,SF,5.272
181621,1981-09-12,STL,NYM,4.975
181638,1981-09-13,LAA,TEX,4.66
181636,1981-09-13,ATL,SD,4.655
181617,1981-09-12,DET,CLE,4.575
181584,1981-09-09,DET,BOS,4.505
181623,1981-09-12,ATL,SD,4.473
181591,1981-09-09,PHI,MON,4.274
181606,1981-09-11,CIN,LAD,4.19
181613,1981-09-11,LAA,TEX,3.882
181596,1981-09-09,OAK,TEX,3.851
181629,1981-09-13,MIN,CWS,3.791
181659,1981-09-15,MON,STL,3.775
181644,1981-09-14,SD,LAD,3.74
181593,1981-09-09,CIN,SD,3.739
181648,1981-09-15,SF,ATL,3.637
181649,1981-09-15,CLE,BAL,3.362
181598,1981-09-10,MIL,CWS,3.2960000000000003
181603,1981-09-11,MIN,CWS,3.252
181630,1981-09-13,DET,CLE,3.213
181635,1981-09-13,PIT,PHI,3.165
181650,1981-09-15,SEA,CWS,2.99
181592,1981-09-09,PIT,NYM,2.903
181645,1981-09-14,TOR,MIN,2.887
181643,1981-09-14,LAA,KC,2.846
181637,1981-09-13,HOU,SF,2.799
181601,1981-09-11,MIL,BAL,2.72
181652,1981-09-15,LAA,KC,2.71
181632,1981-09-13,CIN,LAD,2.638
181634,1981-09-13,STL,NYM,2.621
181641,1981-09-14,HOU,CIN,2.608
181658,1981-09-15,MON,STL,2.596
181642,1981-09-14,BOS,DET,2.56
181607,1981-09-11,CHC,MON,2.547
181610,1981-09-11,ATL,SD,2.439
181640,1981-09-14,SEA,CWS,2.402
181590,1981-09-09,NYY,MIL,2.3810000000000002
181626,1981-09-12,LAA,TEX,2.374
181597,1981-09-09,MIN,TOR,2.311
181616,1981-09-12,MIN,CWS,2.31
181604,1981-09-11,DET,CLE,2.309
181608,1981-09-11,STL,NYM,2.264
181589,1981-09-09,NYY,MIL,2.257
181655,1981-09-15,MIL,NYY,2.214
181605,1981-09-11,OAK,KC,2.187
181585,1981-09-09,KC,LAA,2.179
181599,1981-09-10,BAL,CLE,2.166
181615,1981-09-12,NYY,BOS,2.154
181639,1981-09-14,SF,ATL,2.122
181600,1981-09-10,TOR,SEA,2.098
181594,1981-09-09,CWS,SEA,2.033
181622,1981-09-12,PIT,PHI,2.016
181654,1981-09-15,TOR,MIN,1.979
181647,1981-09-14,TEX,OAK,1.904
181620,1981-09-12,CHC,MON,1.88
181653,1981-09-15,SD,LAD,1.858
181625,1981-09-12,HOU,SF,1.797
181628,1981-09-13,NYY,BOS,1.785
181618,1981-09-12,OAK,KC,1.726
181614,1981-09-12,MIL,BAL,1.649
181624,1981-09-12,TOR,SEA,1.564
181633,1981-09-13,CHC,MON,1.509
181651,1981-09-15,HOU,CIN,1.484
181586,1981-09-09,STL,CHC,1.399
181627,1981-09-13,MIL,BAL,1.398
181587,1981-09-09,BAL,CLE,1.397
181656,1981-09-15,TEX,OAK,1.388
181612,1981-09-11,HOU,SF,1.378
181602,1981-09-11,NYY,BOS,1.302
181588,1981-09-09,ATL,HOU,1.2
181646,1981-09-14,MIL,NYY,1.16
181657,1981-09-15,CHC,PIT,1.083
181611,1981-09-11,TOR,SEA,1.038
181609,1981-09-11,PIT,PHI,0.73
181726,1981-09-21,MON,PHI,6.949
181738,1981-09-22,TOR,OAK,6.151
181727,1981-09-21,NYM,PIT,5.079
181737,1981-09-22,BOS,MIL,4.856
181702,1981-09-19,BAL,MIL,4.478
181719,1981-09-20,NYM,STL,4.39
181707,1981-09-20,SD,ATL,4.303
181692,1981-09-18,PHI,PIT,4.131
181714,1981-09-20,TEX,MIN,3.931
181676,1981-09-17,SF,CIN,3.92
181673,1981-09-16,MON,STL,3.862
181663,1981-09-16,BOS,DET,3.837
181684,1981-09-18,LAD,CIN,3.836
181664,1981-09-16,BOS,DET,3.759
181733,1981-09-22,NYY,CLE,3.646
181671,1981-09-16,NYM,PHI,3.6390000000000002
181732,1981-09-22,SD,CIN,3.594
181704,1981-09-19,CWS,OAK,3.529
181694,1981-09-19,SD,ATL,3.396
181743,1981-09-22,CHC,STL,3.362
181740,1981-09-22,MON,PHI,3.275
181690,1981-09-18,BOS,NYY,3.274
181698,1981-09-19,CLE,DET,3.227
181666,1981-09-16,LAA,KC,3.152
181711,1981-09-20,CLE,DET,3.124
181708,1981-09-20,TOR,LAA,3.031
181734,1981-09-22,BAL,DET,2.96
181660,1981-09-16,LAD,ATL,2.951
181703,1981-09-19,BOS,NYY,2.928
181713,1981-09-20,SEA,KC,2.92
181675,1981-09-17,CLE,BAL,2.851
181718,1981-09-20,PHI,PIT,2.834
181741,1981-09-22,NYM,PIT,2.819
181669,1981-09-16,TEX,OAK,2.817
181661,1981-09-16,SEA,CWS,2.771
181697,1981-09-19,LAD,CIN,2.746
181742,1981-09-22,TEX,SEA,2.656
181723,1981-09-21,BAL,DET,2.642
181716,1981-09-20,BOS,NYY,2.594
181695,1981-09-19,TOR,LAA,2.568
181665,1981-09-16,SD,HOU,2.555
181712,1981-09-20,SF,HOU,2.497
181696,1981-09-19,MON,CHC,2.495
181668,1981-09-16,MIL,NYY,2.443
181735,1981-09-22,SF,LAD,2.43
181670,1981-09-16,NYM,PHI,2.409
181700,1981-09-19,SEA,KC,2.351
181677,1981-09-17,BOS,DET,2.343
181687,1981-09-18,SEA,KC,2.299
181736,1981-09-22,KC,MIN,2.27
181705,1981-09-19,PHI,PIT,2.209
181691,1981-09-18,CWS,OAK,2.19
181729,1981-09-21,CHC,STL,2.1310000000000002
181724,1981-09-21,KC,MIN,2.105
181679,1981-09-17,NYM,PHI,2.089
181731,1981-09-22,LAA,CWS,2.084
181682,1981-09-18,TOR,LAA,2.07
181685,1981-09-18,CLE,DET,2.056
181710,1981-09-20,LAD,CIN,1.99
181720,1981-09-21,LAA,CWS,1.979
181722,1981-09-21,NYY,CLE,1.915
181739,1981-09-22,TOR,OAK,1.88
181681,1981-09-18,SD,ATL,1.88
181667,1981-09-16,TOR,MIN,1.814
181721,1981-09-21,SD,CIN,1.78
181725,1981-09-21,BOS,MIL,1.778
181717,1981-09-20,CWS,OAK,1.778
181672,1981-09-16,MON,STL,1.766
181689,1981-09-18,BAL,MIL,1.728
181728,1981-09-21,TEX,SEA,1.717
181686,1981-09-18,SF,HOU,1.695
181674,1981-09-17,LAD,ATL,1.673
181662,1981-09-16,SF,CIN,1.583
181688,1981-09-18,TEX,MIN,1.541
181699,1981-09-19,SF,HOU,1.443
181715,1981-09-20,BAL,MIL,1.42
181730,1981-09-22,HOU,ATL,1.381
181706,1981-09-19,NYM,STL,1.288
181693,1981-09-18,NYM,STL,1.2610000000000001
181709,1981-09-20,MON,CHC,1.17
181680,1981-09-17,MON,STL,1.142
181683,1981-09-18,MON,CHC,1.05
181678,1981-09-17,SD,HOU,0.86
181701,1981-09-19,TEX,MIN,0.82
181763,1981-09-24,CHC,NYM,4.68
181796,1981-09-27,BOS,CLE,4.525
181766,1981-09-24,TEX,SEA,4.396
181780,1981-09-26,NYY,BAL,4.33
181789,1981-09-26,SD,SF,4.128
181772,1981-09-25,DET,MIL,4.101
181760,1981-09-24,BOS,CLE,3.782
181751,1981-09-23,BOS,MIL,3.723
181788,1981-09-26,KC,SEA,3.596
181830,1981-09-29,CIN,SF,3.582
181755,1981-09-23,MON,PIT,3.412
181806,1981-09-27,LAA,TOR,3.289
181817,1981-09-28,HOU,SD,3.249
181770,1981-09-25,BOS,CLE,3.201
181823,1981-09-29,PIT,CHC,3.148
181787,1981-09-26,STL,PIT,3.136
181768,1981-09-25,OAK,CWS,3.092
181775,1981-09-25,STL,PIT,3.081
181825,1981-09-29,ATL,LAD,3.052
181819,1981-09-28,SEA,TEX,2.9619999999999997
181799,1981-09-27,MON,NYM,2.951
181790,1981-09-26,MIN,TEX,2.948
181824,1981-09-29,MIN,KC,2.921
181748,1981-09-23,BAL,DET,2.738
181827,1981-09-29,CLE,NYY,2.719
181749,1981-09-23,SF,LAD,2.711
181756,1981-09-23,TEX,SEA,2.695
181785,1981-09-26,DET,MIL,2.658
181767,1981-09-25,NYY,BAL,2.646
181786,1981-09-26,MON,NYM,2.62
181791,1981-09-26,LAA,TOR,2.595
181807,1981-09-28,DET,BAL,2.454
181782,1981-09-26,ATL,CIN,2.422
181750,1981-09-23,KC,MIN,2.417
181798,1981-09-27,DET,MIL,2.417
181793,1981-09-27,OAK,CWS,2.394
181761,1981-09-24,SF,LAD,2.368
181802,1981-09-27,STL,PIT,2.313
181813,1981-09-28,ATL,LAD,2.275
181774,1981-09-25,CHC,PHI,2.255
181777,1981-09-25,SD,SF,2.211
181808,1981-09-28,MIL,BOS,2.175
181815,1981-09-28,CLE,NYY,2.171
181831,1981-09-29,SEA,TEX,2.152
181783,1981-09-26,BOS,CLE,2.143
181811,1981-09-28,PIT,CHC,2.135
181776,1981-09-25,KC,SEA,2.132
181829,1981-09-29,HOU,SD,2.132
181773,1981-09-25,MON,NYM,2.106
181757,1981-09-24,HOU,ATL,2.074
181795,1981-09-27,ATL,CIN,2.028
181759,1981-09-24,LAA,CWS,2.005
181832,1981-09-29,OAK,TOR,2.001
181752,1981-09-23,CHC,NYM,1.9969999999999999
181781,1981-09-26,OAK,CWS,1.987
181771,1981-09-25,HOU,LAD,1.946
181816,1981-09-28,PHI,NYM,1.922
181744,1981-09-23,HOU,ATL,1.901
181809,1981-09-28,CWS,LAA,1.871
181778,1981-09-25,MIN,TEX,1.808
181812,1981-09-28,MIN,KC,1.795
181818,1981-09-28,CIN,SF,1.793
181754,1981-09-23,STL,PHI,1.7530000000000001
181745,1981-09-23,LAA,CWS,1.713
181805,1981-09-27,MIN,TEX,1.696
181769,1981-09-25,ATL,CIN,1.692
181804,1981-09-27,SD,SF,1.676
181826,1981-09-29,STL,MON,1.672
181758,1981-09-24,NYY,BAL,1.656
181784,1981-09-26,HOU,LAD,1.647
181747,1981-09-23,NYY,CLE,1.641
181822,1981-09-29,CWS,LAA,1.6360000000000001
181800,1981-09-27,CHC,PHI,1.608
181792,1981-09-27,NYY,BAL,1.604
181762,1981-09-24,KC,MIN,1.55
181803,1981-09-27,KC,SEA,1.514
181814,1981-09-28,STL,MON,1.495
181765,1981-09-24,MON,PIT,1.452
181746,1981-09-23,SD,CIN,1.383
181753,1981-09-23,TOR,OAK,1.3639999999999999
181810,1981-09-28,PIT,CHC,1.258
181797,1981-09-27,HOU,LAD,1.251
181821,1981-09-29,MIL,BOS,1.182
181764,1981-09-24,STL,PHI,1.157
181828,1981-09-29,PHI,NYM,1.086
181801,1981-09-27,CHC,PHI,1.018
181794,1981-09-27,OAK,CWS,1.003
181820,1981-09-29,DET,BAL,0.835
181779,1981-09-25,LAA,TOR,0.655
181873,1981-10-03,SF,SD,5.921
181854,1981-10-02,PHI,CHC,5.437
181853,1981-10-02,TEX,LAA,5.332
181883,1981-10-04,CWS,MIN,4.598
181869,1981-10-03,CWS,MIN,4.248
181861,1981-10-02,PIT,STL,4.137
181841,1981-09-30,PHI,STL,3.7479999999999998
181887,1981-10-04,SF,SD,3.665
181881,1981-10-04,MIL,DET,3.471
181863,1981-10-03,CIN,ATL,3.43
181870,1981-10-03,NYM,MON,3.334
181852,1981-10-02,CLE,BOS,3.3329999999999997
181866,1981-10-03,PHI,CHC,3.324
181850,1981-10-01,PHI,STL,3.295
181844,1981-10-01,DET,BAL,3.215
181886,1981-10-04,KC,OAK,3.195
181838,1981-09-30,PIT,MON,3.139
181857,1981-10-02,CWS,MIN,3.097
181882,1981-10-04,LAD,HOU,2.975
181835,1981-09-30,NYM,CHC,2.968
181845,1981-10-01,NYM,CHC,2.959
67767,1981-10-06,HOU,LAD,2.886
181867,1981-10-03,MIL,DET,2.785
181848,1981-10-01,LAD,SD,2.71
181846,1981-10-01,CIN,HOU,2.705
181880,1981-10-04,PHI,CHC,2.644
181872,1981-10-03,KC,OAK,2.471
181878,1981-10-04,CLE,BOS,2.46
181865,1981-10-03,TEX,LAA,2.44
181874,1981-10-03,SF,SD,2.407
181836,1981-09-30,CIN,HOU,2.3689999999999998
181839,1981-09-30,LAD,SD,2.302
181833,1981-09-30,MIL,BOS,2.254
181876,1981-10-03,SEA,TOR,2.158
67768,1981-10-06,KC,OAK,2.144
181837,1981-09-30,MIN,KC,2.05
181885,1981-10-04,BAL,NYY,1.994
181884,1981-10-04,NYM,MON,1.959
181860,1981-10-02,KC,OAK,1.959
181889,1981-10-04,SEA,TOR,1.951
181858,1981-10-02,NYM,MON,1.8820000000000001
181842,1981-09-30,SEA,TEX,1.85
181862,1981-10-02,SEA,TOR,1.849
181856,1981-10-02,LAD,HOU,1.759
181840,1981-09-30,ATL,SF,1.742
181864,1981-10-03,CLE,BOS,1.727
181888,1981-10-04,PIT,STL,1.688
181847,1981-10-01,PIT,MON,1.6099999999999999
181879,1981-10-04,TEX,LAA,1.521
181877,1981-10-04,CIN,ATL,1.48
181849,1981-10-01,ATL,SF,1.443
181843,1981-09-30,OAK,TOR,1.363
181871,1981-10-03,BAL,NYY,1.362
181868,1981-10-03,LAD,HOU,1.28
181890,1981-10-05,CLE,KC,1.275
181851,1981-10-02,CIN,ATL,1.236
181855,1981-10-02,MIL,DET,1.216
181834,1981-09-30,CWS,LAA,0.9199999999999999
181875,1981-10-03,PIT,STL,0.89
181859,1981-10-02,BAL,NYY,0.89
67769,1981-10-07,HOU,LAD,4.493
67781,1981-10-10,PHI,MON,4.03
67771,1981-10-07,KC,OAK,3.386
67770,1981-10-07,MIL,NYY,3.254
67777,1981-10-09,NYY,MIL,3.159
67773,1981-10-08,MIL,NYY,2.656
67780,1981-10-10,NYY,MIL,2.606
67772,1981-10-07,MON,PHI,2.457
67778,1981-10-09,PHI,MON,2.422
67783,1981-10-11,NYY,MIL,2.376
67782,1981-10-11,LAD,HOU,2.204
67785,1981-10-13,LAD,MON,1.996
67776,1981-10-09,OAK,KC,1.943
67786,1981-10-13,NYY,OAK,1.936
67784,1981-10-11,PHI,MON,1.77
67775,1981-10-09,LAD,HOU,1.75
67779,1981-10-10,LAD,HOU,1.744
67774,1981-10-08,MON,PHI,1.677
67791,1981-10-17,MON,LAD,3.36
67792,1981-10-19,MON,LAD,3.108
67789,1981-10-15,OAK,NYY,2.666
67788,1981-10-14,NYY,OAK,2.442
67790,1981-10-16,MON,LAD,2.294
67787,1981-10-14,LAD,MON,1.988
67793,1981-10-20,NYY,LAD,1.452
67795,1981-10-23,LAD,NYY,3.892
67796,1981-10-24,LAD,NYY,3.832
67797,1981-10-25,LAD,NYY,2.7439999999999998
67794,1981-10-21,NYY,LAD,2.27
67798,1981-10-28,NYY,LAD,2.208
181894,1982-04-06,OAK,LAA,4.221
181896,1982-04-06,LAD,SF,3.705
181893,1982-04-06,SD,ATL,2.653
181891,1982-04-05,CIN,CHC,2.62
181892,1982-04-05,BAL,KC,2.471
181895,1982-04-06,MIN,SEA,2.338
181897,1982-04-06,HOU,STL,0.812
181959,1982-04-13,LAA,SEA,10.081
181939,1982-04-11,OAK,SEA,7.996
181904,1982-04-08,OAK,LAA,7.182
181954,1982-04-13,CLE,MIL,4.928
181931,1982-04-11,NYY,CWS,4.852
181946,1982-04-12,HOU,LAD,4.33
181922,1982-04-10,TOR,MIL,4.101
181950,1982-04-13,CIN,ATL,4.0600000000000005
181927,1982-04-10,CIN,SF,3.955
